time,I_cell,T_stack,P_ano,P_cat,m_dot_Osep,m_dot_Hsep,ARR1,ARR2,ARR3,ARR4,ARR5,ARR6,a1_upper,a1_lower,a2_upper,a2_lower,a3_upper,a3_lower,a4_upper,a4_lower,a5_upper,a5_lower,a6_upper,a6_lower,activation_arr1,activation_arr2,activation_arr3,activation_arr4,activation_arr5,activation_arr6,Fault_type
0.0,35.19872600797,312.955388992186,108494.840458975,1105005.15954103,0.0169896809179496,0.0100103190820504,0.0010290598002146,-6.43663254884835e-07,-6.6121292733758e-07,-2.67719087380186e-06,-2.67719087368303e-06,1.42934774924363,0.0454148804892405,-0.0454148804892405,0.0001698307209166,-0.0001698307209166,9.9924950916213e-05,-9.9924950916213e-05,0.0169838747397455,-0.0169838747397455,0.0100876264137489,-0.0100876264137489,3.21896917426982,-3.21896917426982,0,0,0,0,0,0,4
0.2,35.1326226412839,312.793752168253,108494.902696698,1105005.0973033,0.0169898053933956,0.0100101946066044,-0.0024157159874852,-2.48886198092966e-07,-8.78720815252505e-07,5.71872640481976e-06,5.71872640490839e-06,1.60756626135348,0.0453363180103002,-0.0453363180103002,0.0001696073640106,-0.0001696073640106,9.96834306531005e-05,-9.96834306531005e-05,0.016958476008264,-0.016958476008264,0.0100619773621454,-0.0100619773621454,4.01220517814725,-4.01220517814725,0,0,0,0,0,0,4
0.4,35.0838541737364,312.674429949221,108494.801366831,1105005.19863317,0.0169896027336627,0.0100103972663374,-0.0082240692610509,-7.53025427420231e-07,-1.13275511691862e-06,1.97598393788234e-05,1.97598393788842e-05,0.0672359327630134,0.0453945694619572,-0.0453945694619572,0.000169778856056,-0.000169778856056,9.98591702961167e-05,-9.98591702961167e-05,0.0169772632722062,-0.0169772632722062,0.0100811721748106,-0.0100811721748106,3.43880246397232,-3.43880246397232,0,0,0,0,0,0,4
0.6,35.0478689712409,312.586345116258,108494.777527232,1105005.22247277,0.0169895550544632,0.0100104449455368,-0.0095258868222063,-1.9955307605026e-07,-2.24044608593601e-07,2.29138558766466e-05,2.29138558766379e-05,-0.378775443193672,0.0456611875280825,-0.0456611875280825,0.000170819658113,-0.000170819658113,0.0001008964576304,-0.0001008964576304,0.017064038738548,-0.017064038738548,0.0101680435240225,-0.0101680435240225,3.58337368056841,-3.58337368056841,0,0,0,0,0,0,4
0.8,35.0213132495272,312.521320159236,108494.743335313,1105005.25666469,0.0169894866706255,0.0100105133293745,0.0014613963812075,1.74954136020427e-06,1.80985210526368e-06,-3.58861594869857e-06,-3.58861594872779e-06,1.21260266089474,0.0454312604630935,-0.0454312604630935,0.0001700418901115,-0.0001700418901115,0.0001001157819459,-0.0001001157819459,0.0169891079520806,-0.0169891079520806,0.0100932502574527,-0.0100932502574527,4.04795445198228,-4.04795445198228,0,0,0,0,0,0,4
1.0,35.0017144258471,312.473318266636,108494.74001262,1105005.25998738,0.01698948002524,0.01001051997476,-0.0014003399063163,-6.17370591479676e-07,-3.10318025256406e-07,3.31875230701555e-06,3.31875230700555e-06,-0.305660710172367,0.0453507509130473,-0.0453507509130473,0.0001696570828977,-0.0001696570828977,9.97332272827412e-05,-9.97332272827412e-05,0.0169629984955612,-0.0169629984955612,0.0100671541648035,-0.0100671541648035,3.52657708810941,-3.52657708810941,0,0,0,0,0,0,4
1.2,34.9872491039103,312.437882961946,108494.70735672,1105005.29264328,0.0169894147134391,0.0100105852865609,-0.0069062361102145,-1.14990729942443e-06,-6.27499294353759e-07,1.65529363450776e-05,1.65529363450854e-05,-1.2611654715915,0.0459297608799445,-0.0459297608799445,0.0001719501834671,-0.0001719501834671,0.0001020290125438,-0.0001020290125438,0.0171515101505262,-0.0171515101505262,0.0102557971618002,-0.0102557971618002,4.72568138855933,-4.72568138855933,0,0,0,0,0,0,4
1.4,34.9765721068199,312.411724414705,108494.735377612,1105005.26462239,0.0169894707552245,0.0100105292447755,0.0151466536746404,3.3874533094193e-06,3.76864993147652e-06,-3.67298564486336e-05,-3.67298564486677e-05,2.9361431892836,0.0454578166989752,-0.0454578166989752,0.0001703248358752,-0.0001703248358752,0.0001004013214428,-0.0001004013214428,0.0169977286048855,-0.0169977286048855,0.0101019029161289,-0.0101019029161289,4.5895305814251,-4.5895305814251,0,0,0,0,0,0,4
1.6,34.968691170264,312.392414034541,108494.643435794,1105005.35656421,0.0169892868715881,0.0100107131284119,0.0089563585567076,-1.25462972564137e-06,-7.5779834556348e-07,-2.17457534504792e-05,-2.17457534505198e-05,0.404702107969137,0.0455969612593407,-0.0455969612593407,0.000170501995647,-0.000170501995647,0.0001005848002866,-0.0001005848002866,0.0170427456933938,-0.0170427456933938,0.01014728979463,-0.01014728979463,3.45362296478455,-3.45362296478455,0,0,0,0,0,0,4
1.8,34.9628736117473,312.378159015901,108494.84661515,1105005.15338485,0.0169896932302995,0.0100103067697005,0.0110000023939585,-1.32192916131891e-08,6.64992019316391e-07,-2.65987118274609e-05,-2.65987118274832e-05,1.32541237395297,0.0456246764560133,-0.0456246764560133,0.0001705115264435,-0.0001705115264435,0.0001005751432461,-0.0001005751432461,0.0170521616395756,-0.0170521616395756,0.0101558885534433,-0.0101558885534433,3.15242613994395,-3.15242613994395,0,0,0,0,0,0,4
2.0,34.9585799724751,312.367635890265,108494.2222024,1105005.7777976,0.0169884444047995,0.0100115555952005,0.0136031095887228,2.26195987018679e-07,6.09558866853436e-07,-3.2821561217833e-05,-3.28215612177908e-05,1.78651541509239,0.0454538265433934,-0.0454538265433934,0.0001700763304964,-0.0001700763304964,0.0001001313040196,-0.0001001313040196,0.0169954113654468,-0.0169954113654468,0.0101016496673951,-0.0101016496673951,3.64158526409895,-3.64158526409895,0,0,0,0,0,0,4
2.2,34.9554085470966,312.359867678379,108496.008296559,1105003.99170344,0.0169920165931178,0.0100079834068822,0.0077436778608339,-1.68742208554891e-06,-2.09096705085239e-07,-1.87004935939809e-05,-1.87004935939258e-05,0.724260910502033,0.0454926724963015,-0.0454926724963015,0.0001701416956423,-0.0001701416956423,0.0001001296182077,-0.0001001296182077,0.0170115898013282,-0.0170115898013282,0.0101106444325683,-0.0101106444325683,3.18934587344803,-3.18934587344803,0,0,0,0,0,0,4
2.4,34.9530769234962,312.354133126753,108486.519925557,1105013.48007444,0.0169730398511139,0.0100269601488861,0.0055455888165814,2.57194784945135e-07,-9.70742552211185e-07,-1.33875716624516e-05,-1.33875716624255e-05,0.830446344296799,0.0451970090805363,-0.0451970090805363,0.0001694889666134,-0.0001694889666134,9.92551495767057e-05,-9.92551495767057e-05,0.0168969058345488,-0.0168969058345488,0.0100341226939587,-0.0100341226939587,3.94408615133324,-3.94408615133324,0,0,0,0,0,0,4
2.6,34.9513347734318,312.349899976849,108503.489225508,1104996.51077449,0.0170069784510168,0.0099930215489832,-0.0091108923254426,-9.67429057905452e-06,4.96012837588606e-06,2.1713057752285e-05,2.17130577523153e-05,-1.58721098518941,0.0453891516424949,-0.0453891516424949,0.0001703830899154,-0.0001703830899154,9.9974458279215e-05,-9.9974458279215e-05,0.0169930068438392,-0.0169930068438392,0.0100619731788444,-0.0100619731788444,3.63053453080113,-3.63053453080113,0,0,0,0,0,0,4
